_ID,TimeSt,Country,Province,City,Latitude,Longitude,POIID,Latitude2,Longitude2,distance,min(distance)
4516516,00:00.1,CA,ON,Waterloo,43.49347,-80.49123,POI3,45.521629,-73.566024,594.76447,594.76447
4516547,00:00.2,CA,ON,London,42.9399,-81.2709,POI3,45.521629,-73.566024,678.755,678.755
4516550,00:00.3,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4516600,00:00.3,CA,ON,Stratford,43.3716,-80.9773,POI3,45.521629,-73.566024,636.1817,636.1817
4516613,00:00.5,CA,ON,Stratford,43.3716,-80.9773,POI3,45.521629,-73.566024,636.1817,636.1817
4516693,00:00.6,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4516771,00:00.9,CA,ON,Sarnia,42.961,-82.373,POI3,45.521629,-73.566024,758.34283,758.34283
4516831,00:00.9,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4516915,00:01.3,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4516953,00:01.7,CA,ON,Kitchener,43.4278,-80.5135,POI3,45.521629,-73.566024,599.47614,599.47614
4516966,00:01.8,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4517044,00:00.3,CA,ON,Windsor,42.2825,-83.0372,POI3,45.521629,-73.566024,840.99475,840.99475
4517081,00:00.8,CA,ON,Windsor,42.24397,-82.98058,POI3,45.521629,-73.566024,838.9559,838.9559
4517175,00:01.1,CA,ON,Saint Thomas,42.7792,-81.1927,POI3,45.521629,-73.566024,681.6249,681.6249
4517220,00:01.2,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4517250,00:01.4,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4517303,00:00.3,CA,ON,Windsor,42.2957,-82.9599,POI3,45.521629,-73.566024,834.69495,834.69495
4517326,00:00.4,CA,ON,Guelph,43.5425,-80.2676,POI3,45.521629,-73.566024,576.0618,576.0618
4517349,00:00.4,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4517420,00:00.4,CA,ON,Guelph,43.5215,-80.2338,POI3,45.521629,-73.566024,574.56665,574.56665
4517466,00:01.2,CA,ON,Waterloo,43.4678,-80.584,POI3,45.521629,-73.566024,602.77515,602.77515
4517518,00:01.3,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4517538,00:01.4,CA,ON,Kitchener,43.4453,-80.4905,POI3,45.521629,-73.566024,596.96375,596.96375
4517607,00:01.6,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4517697,00:01.8,CA,ON,Windsor,42.3262,-82.9084,POI3,45.521629,-73.566024,829.3458,829.3458
4517720,00:01.8,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4517809,00:00.0,CA,ON,London,43.0346,-81.2554,POI3,45.521629,-73.566024,672.8116,672.8116
4517811,00:00.1,CA,ON,Cambridge,43.4194,-80.3255,POI3,45.521629,-73.566024,586.1404,586.1404
4517905,00:00.2,CA,ON,Windsor,42.2957,-82.9599,POI3,45.521629,-73.566024,834.69495,834.69495
4517999,00:00.6,CA,ON,Kitchener,43.4553,-80.4845,POI3,45.521629,-73.566024,596.0528,596.0528
4518000,00:00.7,CA,ON,Kitchener,43.4676,-80.4847,POI3,45.521629,-73.566024,595.49023,595.49023
4518002,00:00.9,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4518061,00:01.1,CA,ON,Waterloo,43.4678,-80.584,POI3,45.521629,-73.566024,602.77515,602.77515
4518130,00:01.3,CA,ON,London,43.0004,-81.2343,POI3,45.521629,-73.566024,673.00824,673.00824
4518153,00:01.4,CA,ON,Guelph,43.5425,-80.2676,POI3,45.521629,-73.566024,576.0618,576.0618
4518212,00:01.4,CA,ON,Kitchener,43.4278,-80.5135,POI3,45.521629,-73.566024,599.47614,599.47614
4518264,00:01.5,CA,ON,Cambridge,43.3842,-80.2968,POI3,45.521629,-73.566024,585.76764,585.76764
4518329,00:01.8,CA,ON,London,42.9399,-81.2709,POI3,45.521629,-73.566024,678.755,678.755
4518395,00:02.1,CA,ON,Windsor,42.2908,-82.987,POI3,45.521629,-73.566024,836.91766,836.91766
4518430,00:02.5,CA,ON,Brantford,43.1772,-80.248,POI3,45.521629,-73.566024,592.7987,592.7987
4518434,00:02.6,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4518512,00:02.8,CA,ON,London,42.9611,-81.2431,POI3,45.521629,-73.566024,675.6536,675.6536
4518585,00:02.8,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4518676,00:02.9,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4518814,00:03.8,CA,ON,Cambridge,43.3842,-80.2968,POI3,45.521629,-73.566024,585.76764,585.76764
4518832,00:03.9,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4518887,00:04.0,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4518918,00:04.2,CA,ON,London,42.9399,-81.2709,POI3,45.521629,-73.566024,678.755,678.755
4518952,00:00.2,CA,ON,Kitchener,43.4193,-80.3826,POI3,45.521629,-73.566024,590.3105,590.3105
4518992,00:00.4,CA,ON,Waterloo,43.4678,-80.584,POI3,45.521629,-73.566024,602.77515,602.77515
4519004,00:00.7,CA,ON,Tillsonburg,42.86185,-80.72991,POI3,45.521629,-73.566024,644.1559,644.1559
4519038,00:00.8,CA,ON,Windsor,42.2287,-83.0182,POI3,45.521629,-73.566024,842.49414,842.49414
4519097,00:00.8,CA,ON,London,42.9399,-81.2709,POI3,45.521629,-73.566024,678.755,678.755
4519118,00:00.9,CA,ON,Windsor,42.2287,-83.0182,POI3,45.521629,-73.566024,842.49414,842.49414
4519156,00:01.0,CA,ON,Windsor,42.2287,-83.0182,POI3,45.521629,-73.566024,842.49414,842.49414
4519209,00:01.3,CA,ON,Hanover,44.1517,-81.0266,POI3,45.521629,-73.566024,608.9843,608.9843
4519287,00:01.4,CA,ON,Kitchener,43.3904,-80.4317,POI3,45.521629,-73.566024,595.2875,595.2875
4519378,00:02.3,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4519477,00:02.7,CA,ON,Windsor,42.2957,-82.9599,POI3,45.521629,-73.566024,834.69495,834.69495
4519555,00:03.9,CA,ON,Waterloo,43.4663,-80.5402,POI3,45.521629,-73.566024,599.6258,599.6258
4519604,00:04.2,CA,ON,Kitchener,43.4193,-80.3826,POI3,45.521629,-73.566024,590.3105,590.3105
4519633,00:04.3,CA,ON,London,42.9699,-81.2081,POI3,45.521629,-73.566024,672.6697,672.6697
4519710,00:04.4,CA,ON,Kitchener,43.2994,-80.4496,POI3,45.521629,-73.566024,601.0566,601.0566
4519736,00:01.9,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4519766,00:02.1,CA,ON,Windsor,42.2545,-82.9809,POI3,45.521629,-73.566024,838.41406,838.41406
4519856,00:02.1,CA,ON,Kitchener,43.4453,-80.4905,POI3,45.521629,-73.566024,596.96375,596.96375
4519930,00:02.3,CA,ON,London,43.0004,-81.2343,POI3,45.521629,-73.566024,673.00824,673.00824
4520019,00:02.4,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4520085,00:02.4,CA,ON,Windsor,42.2654,-83.0261,POI3,45.521629,-73.566024,841.1007,841.1007
4520130,00:02.5,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4520149,00:02.5,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4520192,00:02.7,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4520296,00:03.4,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4520345,00:03.6,CA,ON,Windsor,42.2654,-83.0261,POI3,45.521629,-73.566024,841.1007,841.1007
4520349,00:03.8,CA,ON,Kitchener,43.4553,-80.4845,POI3,45.521629,-73.566024,596.0528,596.0528
4520395,00:04.0,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4520446,00:04.4,CA,ON,London,43.0061,-81.2962,POI3,45.521629,-73.566024,677.21136,677.21136
4520587,00:04.8,CA,ON,Chatham,42.3778,-82.1897,POI3,45.521629,-73.566024,774.8207,774.8207
4520685,00:04.9,CA,ON,Kitchener,43.4193,-80.3826,POI3,45.521629,-73.566024,590.3105,590.3105
4520751,00:05.0,CA,ON,London,42.993,-81.169,POI3,45.521629,-73.566024,668.6558,668.6558
4520821,00:05.1,CA,ON,Sarnia,42.96866,-82.40455,POI3,45.521629,-73.566024,760.3162,760.3162
4520907,00:05.7,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4521090,00:06.1,CA,ON,Windsor,42.2545,-82.9809,POI3,45.521629,-73.566024,838.41406,838.41406
4521119,00:06.1,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4521184,00:06.1,CA,ON,London,42.9923,-81.2531,POI3,45.521629,-73.566024,674.78314,674.78314
4521259,00:06.6,CA,ON,London,43.0061,-81.2962,POI3,45.521629,-73.566024,677.21136,677.21136
4521353,00:06.7,CA,ON,Windsor,42.3159,-83.0311,POI3,45.521629,-73.566024,838.78534,838.78534
4521387,00:02.2,CA,ON,Kitchener,43.4453,-80.4905,POI3,45.521629,-73.566024,596.96375,596.96375
4521468,00:02.3,CA,ON,Kitchener,43.4453,-80.4905,POI3,45.521629,-73.566024,596.96375,596.96375
4521539,00:02.5,CA,ON,Kitchener,43.4553,-80.4845,POI3,45.521629,-73.566024,596.0528,596.0528
4521574,00:02.6,CA,ON,Brantford,43.1508,-80.2094,POI3,45.521629,-73.566024,591.4431,591.4431
4521618,00:02.7,CA,ON,Cambridge,43.3653,-80.3066,POI3,45.521629,-73.566024,587.4106,587.4106
4521682,00:02.7,CA,ON,London,42.9611,-81.2431,POI3,45.521629,-73.566024,675.6536,675.6536
4521726,00:02.8,CA,ON,Cambridge,43.3653,-80.3066,POI3,45.521629,-73.566024,587.4106,587.4106
4521790,00:02.8,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4521978,00:03.1,CA,ON,London,42.9529,-81.3239,POI3,45.521629,-73.566024,681.9236,681.9236
4522004,00:03.7,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4522040,00:03.8,CA,ON,Kitchener,43.4397,-80.434,POI3,45.521629,-73.566024,593.0914,593.0914
4522160,00:04.0,CA,ON,Cambridge,43.3653,-80.3066,POI3,45.521629,-73.566024,587.4106,587.4106
4522231,00:04.4,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4522296,00:05.0,CA,ON,Goderich,43.7479,-81.702,POI3,45.521629,-73.566024,674.62524,674.62524
4522376,00:05.1,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4522431,00:05.2,CA,ON,London,43.0004,-81.2343,POI3,45.521629,-73.566024,673.00824,673.00824
4522487,00:05.3,CA,ON,Waterloo,43.4737,-80.5309,POI3,45.521629,-73.566024,598.59796,598.59796
4522500,00:05.4,CA,ON,Brantford,43.1772,-80.248,POI3,45.521629,-73.566024,592.7987,592.7987
4522528,00:05.6,CA,ON,Woodstock,43.1327,-80.7449,POI3,45.521629,-73.566024,630.843,630.843
4522656,00:05.9,CA,ON,Waterloo,43.499,-80.5063,POI3,45.521629,-73.566024,595.6167,595.6167
4522680,00:06.7,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4522747,00:06.9,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4522806,00:07.0,CA,ON,Waterloo,43.4634,-80.5201,POI3,45.521629,-73.566024,598.28503,598.28503
4522855,00:02.2,CA,ON,Kitchener,43.4134,-80.496,POI3,45.521629,-73.566024,598.8796,598.8796
4522946,00:02.6,CA,ON,Chatham,42.4247,-82.1755,POI3,45.521629,-73.566024,771.2326,771.2326
4523019,00:02.7,CA,ON,Kitchener,43.4553,-80.4845,POI3,45.521629,-73.566024,596.0528,596.0528
4523121,00:02.8,CA,ON,Windsor,42.2654,-83.0261,POI3,45.521629,-73.566024,841.1007,841.1007
4523251,00:03.8,CA,ON,Guelph,43.5425,-80.2676,POI3,45.521629,-73.566024,576.0618,576.0618
4523439,00:04.0,CA,ON,Guelph,43.5544,-80.2969,POI3,45.521629,-73.566024,577.6619,577.6619
4523455,00:04.4,CA,ON,London,43.0091,-81.1765,POI3,45.521629,-73.566024,668.37634,668.37634
4523593,00:04.8,CA,ON,Cambridge,43.3677,-80.338,POI3,45.521629,-73.566024,589.57306,589.57306
4523720,00:05.1,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4523782,00:05.3,CA,ON,Guelph,43.5215,-80.2338,POI3,45.521629,-73.566024,574.56665,574.56665
4523866,00:05.5,CA,ON,Waterloo,43.4737,-80.5309,POI3,45.521629,-73.566024,598.59796,598.59796
4523953,00:05.6,CA,ON,London,43.0061,-81.2962,POI3,45.521629,-73.566024,677.21136,677.21136
4524010,00:05.7,CA,ON,Windsor,42.2654,-83.0261,POI3,45.521629,-73.566024,841.1007,841.1007
4524024,00:06.0,CA,ON,Cambridge,43.4471,-80.0828,POI3,45.521629,-73.566024,567.1322,567.1322
4524055,00:06.1,CA,ON,Cambridge,43.4471,-80.0828,POI3,45.521629,-73.566024,567.1322,567.1322
4524106,00:06.1,CA,ON,Windsor,42.2654,-83.0261,POI3,45.521629,-73.566024,841.1007,841.1007
4524225,00:06.3,CA,ON,Woodstock,43.13375,-80.74328,POI3,45.521629,-73.566024,630.67236,630.67236
4524238,00:06.4,CA,ON,London,42.9923,-81.2531,POI3,45.521629,-73.566024,674.78314,674.78314
4524303,00:06.5,CA,ON,Chatham,42.3778,-82.1897,POI3,45.521629,-73.566024,774.8207,774.8207
4524358,00:06.8,CA,ON,London,42.9832,-81.2847,POI3,45.521629,-73.566024,677.53723,677.53723
4524446,00:07.0,CA,ON,Kitchener,43.391,-80.441,POI3,45.521629,-73.566024,595.9369,595.9369
4524506,00:07.1,CA,ON,Kitchener,43.4233,-80.5383,POI3,45.521629,-73.566024,601.5059,601.5059
4524580,00:07.1,CA,ON,Kitchener,43.4284,-80.4311,POI3,45.521629,-73.566024,593.41754,593.41754
4524615,00:04.5,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4524688,00:06.0,CA,ON,Kitchener,43.4381,-80.5099,POI3,45.521629,-73.566024,598.7253,598.7253
4524786,00:06.5,CA,ON,Windsor,42.3159,-83.0311,POI3,45.521629,-73.566024,838.78534,838.78534
4524796,00:06.7,CA,ON,Kitchener,43.4134,-80.496,POI3,45.521629,-73.566024,598.8796,598.8796
4524844,00:07.1,CA,ON,Windsor,42.3265,-82.9119,POI3,45.521629,-73.566024,829.58344,829.58344
4524928,00:04.9,CA,ON,Kitchener,43.44144,-80.50167,POI3,45.521629,-73.566024,597.9645,597.9645
4524939,00:05.4,CA,ON,Kitchener,43.4453,-80.4905,POI3,45.521629,-73.566024,596.96375,596.96375
4524947,00:06.2,CA,ON,Kitchener,43.4306,-80.4877,POI3,45.521629,-73.566024,597.45404,597.45404
4524955,00:06.7,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4525025,00:06.8,CA,ON,Sarnia,42.9864,-82.3638,POI3,45.521629,-73.566024,756.4714,756.4714
4525101,00:07.3,CA,SK,Saskatoon,52.1225,-106.72488,POI1,53.546167,-113.485734,482.17093,482.17093
4525142,00:08.3,CA,ON,Brampton,43.78,-79.74,POI3,45.521629,-73.566024,526.4229,526.4229
4525216,00:07.0,CA,ON,Kitchener,43.4631,-80.4493,POI3,45.521629,-73.566024,593.1051,593.1051
4525261,00:07.1,CA,ON,London,42.9923,-81.2531,POI3,45.521629,-73.566024,674.78314,674.78314
4525382,00:07.1,CA,ON,Windsor,42.3297,-82.9482,POI3,45.521629,-73.566024,832.0444,832.0444
4525479,00:14.5,CA,AB,Edmonton,53.42688,-113.47175,POI1,53.546167,-113.485734,13.308508,13.308508
4525558,00:18.7,CA,SK,Saskatoon,52.1225,-106.72488,POI1,53.546167,-113.485734,482.17093,482.17093
4525589,00:20.9,CA,AB,Calgary,51.1414,-114.076,POI1,53.546167,-113.485734,270.5918,270.5918
4525612,00:20.9,CA,AB,Edmonton,53.587,-113.441,POI1,53.546167,-113.485734,5.425651,5.425651
4525746,00:21.1,CA,ON,Waterloo,43.4678,-80.584,POI3,45.521629,-73.566024,602.77515,602.77515
4525757,00:21.1,CA,ON,Guelph,43.5776,-80.2201,POI3,45.521629,-73.566024,570.9473,570.9473
4525800,00:21.3,CA,ON,Ancaster,43.208,-79.9652,POI3,45.521629,-73.566024,570.9865,570.9865
4525862,00:21.5,CA,ON,Burlington,43.3889,-79.7682,POI3,45.521629,-73.566024,547.36865,547.36865
4525869,00:21.5,CA,AB,Edmonton,53.61601,-113.45364,POI1,53.546167,-113.485734,8.058726,8.058726
4526024,00:21.6,CA,AB,Calgary,51.0419,-114.2,POI1,53.546167,-113.485734,282.88208,282.88208
4526111,00:21.6,CA,AB,Lethbridge,49.6994,-112.822,POI1,53.546167,-113.485734,430.44754,430.44754
4526136,00:21.7,CA,ON,Burlington,43.332,-79.807,POI3,45.521629,-73.566024,553.1151,553.1151
4526210,00:22.8,CA,ON,Brampton,43.7796,-79.7681,POI3,45.521629,-73.566024,528.51245,528.51245
4526284,00:20.7,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,45.521629,-73.566024,219.82852,219.82852
4526337,00:21.3,CA,ON,Mississauga,43.5414,-79.6824,POI3,45.521629,-73.566024,533.461,533.461
4526420,00:21.6,CA,AB,Calgary,50.9722,-114.062,POI1,53.546167,-113.485734,289.09854,289.09854
4526426,00:21.6,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,45.521629,-73.566024,219.82852,219.82852
4526443,00:21.7,CA,AB,Calgary,50.93982,-114.03211,POI1,53.546167,-113.485734,292.4022,292.4022
4526505,00:21.9,CA,ON,North York,43.787,-79.4169,POI3,45.521629,-73.566024,502.37204,502.37204
4526599,00:22.9,CA,ON,Ancaster,43.208,-79.9652,POI3,45.521629,-73.566024,570.9865,570.9865
4526625,00:21.4,CA,ON,Ancaster,43.208,-79.9652,POI3,45.521629,-73.566024,570.9865,570.9865
4526695,00:21.5,CA,ON,Etobicoke,43.69971,-79.53618,POI3,45.521629,-73.566024,515.17084,515.17084
4526775,00:21.6,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1,53.546167,-113.485734,161.19423,161.19423
4526865,00:22.4,CA,ON,Mississauga,43.5812,-79.6323,POI3,45.521629,-73.566024,527.87134,527.87134
4526950,00:23.5,CA,AB,Calgary,50.9093,-114.1028,POI1,53.546167,-113.485734,296.4193,296.4193
4527041,00:24.7,CA,ON,London,42.993,-81.169,POI3,45.521629,-73.566024,668.6558,668.6558
4527101,00:25.7,CA,ON,Toronto,43.6466,-79.4493,POI3,45.521629,-73.566024,511.40845,511.40845
4527148,00:20.9,CA,AB,Airdrie,51.27979,-114.00324,POI1,53.546167,-113.485734,254.63603,254.63603
4527192,00:21.1,CA,ON,Toronto,43.6682,-79.4209,POI3,45.521629,-73.566024,508.2972,508.2972
4527235,00:21.2,CA,ON,Waterloo,43.4737,-80.5309,POI3,45.521629,-73.566024,598.59796,598.59796
4527246,00:21.5,CA,AB,Edmonton,53.60494,-113.41719,POI1,53.546167,-113.485734,7.9626355,7.9626355
4527267,00:21.6,CA,AB,Calgary,51.17119,-114.1577,POI1,53.546167,-113.485734,268.2059,268.2059
4527346,00:23.4,CA,ON,Sudbury,46.5213,-80.947,POI3,45.521629,-73.566024,582.0036,582.0036
4527396,00:25.9,CA,AB,Calgary,51.0494,-113.9564,POI1,53.546167,-113.485734,279.67026,279.67026
4527441,00:21.1,CA,ON,Burlington,43.375,-79.8434,POI3,45.521629,-73.566024,553.4807,553.4807
4527443,00:21.4,CA,ON,Brampton,43.71144,-79.76698,POI3,45.521629,-73.566024,531.5121,531.5121
4527536,00:21.5,CA,AB,Edmonton,53.5105,-113.37,POI1,53.546167,-113.485734,8.640686,8.640686
4527537,00:21.7,CA,AB,Brooks,50.58495,-111.89101,POI1,53.546167,-113.485734,347.14215,347.14215
4527556,00:23.0,CA,ON,Mississauga,43.72139,-79.64403,POI3,45.521629,-73.566024,522.0383,522.0383
4527583,00:24.6,CA,AB,Edmonton,53.4398,-113.53742,POI1,53.546167,-113.485734,12.325174,12.325174
4527587,00:25.1,CA,AB,Calgary,51.0876,-114.0214,POI1,53.546167,-113.485734,275.99857,275.99857
4527628,00:26.1,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,45.521629,-73.566024,1234.9882,1234.9882
4527720,00:26.1,CA,ON,North York,43.7576,-79.461,POI3,45.521629,-73.566024,506.96262,506.96262
4527727,00:23.6,CA,AB,Edmonton,53.4564,-113.521,POI1,53.546167,-113.485734,10.26109,10.26109
4527798,00:24.4,CA,AB,Edmonton,53.4398,-113.53742,POI1,53.546167,-113.485734,12.325174,12.325174
4527807,00:25.4,CA,ON,North York,43.76164,-79.50135,POI3,45.521629,-73.566024,509.72687,509.72687
4527830,00:26.1,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3,45.521629,-73.566024,9.187566,9.187566
4527882,00:26.2,CA,ON,Dundas,43.2649,-79.9555,POI3,45.521629,-73.566024,567.25977,567.25977
4527890,00:25.9,CA,ON,Toronto,43.6466,-79.4493,POI3,45.521629,-73.566024,511.40845,511.40845
4527967,00:26.2,CA,ON,Toronto,43.6769,-79.3784,POI3,45.521629,-73.566024,504.79236,504.79236
4528009,00:28.0,CA,AB,Calgary,51.0823,-113.9578,POI1,53.546167,-113.485734,276.04443,276.04443
4528078,00:28.8,CA,ON,Burlington,43.34442,-79.79248,POI3,45.521629,-73.566024,551.4253,551.4253
4528166,00:26.1,CA,AB,Calgary,50.9412,-114.114,POI1,53.546167,-113.485734,293.01587,293.01587
4528260,00:28.9,CA,BC,Coquitlam,49.2368,-122.8804,POI1,53.546167,-113.485734,809.77563,809.77563
4528350,00:29.3,CA,QC,Montréal,45.5884,-73.5641,POI3,45.521629,-73.566024,7.4226246,7.4226246
4528470,00:26.1,CA,ON,Scarborough,43.7997,-79.3209,POI3,45.521629,-73.566024,494.7619,494.7619
4528481,00:26.1,CA,ON,Toronto,43.6466,-79.4493,POI3,45.521629,-73.566024,511.40845,511.40845
4528557,00:26.1,CA,AB,Calgary,50.8965,-114.08,POI1,53.546167,-113.485734,297.6133,297.6133
4528651,00:29.0,CA,AB,Edmonton,53.4688,-113.508,POI1,53.546167,-113.485734,8.736429,8.736429
4528676,00:28.3,CA,AB,Calgary,51.133,-113.856,POI1,53.546167,-113.485734,269.70438,269.70438
4528678,00:29.0,CA,AB,Edmonton,53.54813,-113.59428,POI1,53.546167,-113.485734,7.198332,7.198332
4528767,00:29.5,CA,ON,Markham,43.8601,-79.3341,POI3,45.521629,-73.566024,492.95914,492.95914
4528809,00:31.3,CA,AB,Spruce Grove,53.54628,-113.88183,POI1,53.546167,-113.485734,26.255928,26.255928
4528850,00:29.2,CA,AB,Calgary,51.15648,-114.07926,POI1,53.546167,-113.485734,268.96515,268.96515
4528952,00:29.6,CA,ON,Brampton,43.7796,-79.7681,POI3,45.521629,-73.566024,528.51245,528.51245
4529001,00:29.9,CA,ON,Markham,43.8412,-79.3262,POI3,45.521629,-73.566024,493.23773,493.23773
4529076,00:33.2,CA,AB,Bonnyville,54.26948,-110.72649,POI1,53.546167,-113.485734,198.38898,198.38898
4529149,00:29.7,CA,ON,Mississauga,43.56864,-79.63094,POI3,45.521629,-73.566024,528.3907,528.3907
4529202,00:34.3,CA,AB,Edmonton,53.5327,-113.626,POI1,53.546167,-113.485734,9.419292,9.419292
4529220,00:33.0,CA,AB,Leduc,53.2668,-113.552,POI1,53.546167,-113.485734,31.402618,31.402618
4529292,00:34.0,CA,AB,Calgary,51.133,-113.856,POI1,53.546167,-113.485734,269.70438,269.70438
4529367,00:32.7,CA,AB,Edmonton,53.55848,-113.49825,POI1,53.546167,-113.485734,1.6019047,1.6019047
4529461,00:36.3,CA,ON,Windsor,42.2545,-82.9809,POI3,45.521629,-73.566024,838.41406,838.41406
4529554,00:36.0,CA,ON,Concord,43.81264,-79.50514,POI3,45.521629,-73.566024,507.6706,507.6706
4529643,00:36.7,CA,AB,Calgary,50.8921,-113.97745,POI1,53.546167,-113.485734,297.2257,297.2257
4529710,00:36.0,CA,QC,Quebec,46.84495,-71.42651,POI3,45.521629,-73.566024,221.16968,221.16968
4529735,00:36.2,CA,ON,Lindsay,44.357,-78.7405,POI3,45.521629,-73.566024,428.34528,428.34528
4529826,00:36.6,CA,AB,Edmonton,53.4688,-113.508,POI1,53.546167,-113.485734,8.736429,8.736429
4529862,00:36.7,CA,AB,Calgary,51.04745,-114.1805,POI1,53.546167,-113.485734,282.047,282.047
4529945,00:36.8,CA,AB,Lethbridge,49.67346,-112.89122,POI1,53.546167,-113.485734,432.83615,432.83615
4530039,00:36.9,CA,ON,Markham,43.85883,-79.29809,POI3,45.521629,-73.566024,490.3733,490.3733
4530051,00:37.7,CA,ON,Oshawa,43.89029,-78.81588,POI3,45.521629,-73.566024,453.70953,453.70953
4530079,00:38.0,CA,AB,Spruce Grove,53.56082,-113.88283,POI1,53.546167,-113.485734,26.36818,26.36818
4530117,00:38.3,CA,ON,Markham,43.85883,-79.29809,POI3,45.521629,-73.566024,490.3733,490.3733
4530158,00:36.7,CA,ON,Brampton,43.7601,-79.73681,POI3,45.521629,-73.566024,527.08124,527.08124
4530203,00:36.7,CA,ON,North York,43.7224,-79.4454,POI3,45.521629,-73.566024,507.47778,507.47778
4530252,00:36.8,CA,AB,Beaumont,53.34991,-113.40827,POI1,53.546167,-113.485734,22.440529,22.440529
4530326,00:36.9,CA,AB,Calgary,51.0656,-114.063,POI1,53.546167,-113.485734,278.81207,278.81207
4530366,00:37.0,CA,AB,Edmonton,53.58564,-113.39449,POI1,53.546167,-113.485734,7.47316,7.47316
4530373,00:38.7,CA,BC,Vancouver,49.24157,-123.09776,POI1,53.546167,-113.485734,821.6386,821.6386
4530411,00:39.5,CA,ON,Thornhill,43.8395,-79.3831,POI3,45.521629,-73.566024,497.48987,497.48987
4530503,00:36.6,CA,AB,Calgary,50.8837,-114.0326,POI1,53.546167,-113.485734,298.60245,298.60245
4530595,00:36.7,CA,AB,Calgary,51.07,-114.0297,POI1,53.546167,-113.485734,278.0153,278.0153
4530606,00:36.9,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,53.546167,-113.485734,378.4928,378.4928
4530674,00:37.1,CA,ON,Thornhill,43.8395,-79.3831,POI3,45.521629,-73.566024,497.48987,497.48987
4530743,00:38.0,CA,AB,Calgary,50.8476,-114.1958,POI1,53.546167,-113.485734,304.16794,304.16794
